customer_id,tenure,city,zip_code,latitude,longitude,offer,phone_service,multiple_lines,internet_service,internet_type,gigabits_used,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,unlimited_data,contract,payment_method,monthly_charge,total_charges,total_revenue,gender,age,married,kidhome,teenhome,income,churn
1306,72,903,93955,36.625114,-121.823565,0,1,1,1,2,3.0,1,0,1,1,1,0,1,2,0,98.2,7015.9,8850.46,0,32,1,0,0,70321.0,0
1307,1,854,92101,32.72523,-117.171346,0,1,0,1,2,59.0,0,0,0,0,1,1,1,0,0,90.1,90.1,114.43,1,20,1,1,1,36807.0,1
1308,1,335,94933,38.010092,-122.689442,5,1,0,1,1,17.0,0,0,0,0,0,0,1,0,0,44.0,44.0,57.4,1,62,0,0,0,77457.0,1
1309,67,937,95370,37.982716,-120.343732,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.65,1335.2,3546.87,0,22,1,1,1,52107.37719046251,1
1310,45,631,91754,34.050322,-118.147037,2,1,1,1,2,4.0,1,1,1,1,1,1,1,1,2,113.3,5032.25,6541.55,0,57,1,0,1,70179.0,0
1311,72,797,91730,34.10097,-117.57882,0,1,1,1,0,11.0,1,1,1,1,1,1,1,2,1,90.6,6441.85,8959.69,1,57,1,0,0,82571.0,0
1312,10,207,95713,39.084645,-120.894014,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,20.1,184.4,324.8,0,23,1,1,0,39665.0,1
1313,59,335,94933,38.010092,-122.689442,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,20.2,1192.3,3975.33,1,47,0,1,0,17345.0,1
1314,22,105,91905,32.677097,-116.304991,0,1,0,1,2,57.0,0,1,1,0,1,1,1,1,1,100.05,2090.25,2289.35,1,36,1,1,0,25315.0,0
1315,30,293,90245,33.917145,-118.401554,0,1,1,1,1,8.0,0,0,0,0,0,0,0,0,0,49.9,1441.95,1708.75,1,62,1,0,0,91172.0,0
1316,52,511,90712,33.840524,-118.148403,0,1,0,1,1,12.0,1,1,1,0,1,1,1,2,0,79.2,4016.3,4875.86,1,61,1,1,0,37717.0,0
1317,10,463,92036,32.980678,-116.262854,0,1,1,1,2,13.0,0,1,1,0,0,1,1,0,0,-7.0,1021.55,1285.85,1,35,0,1,1,40590.0,0
1318,1,329,96029,39.84784,-122.544556,0,1,0,1,1,7.0,0,0,0,0,0,0,0,0,0,45.3,45.3,103.67,1,59,0,0,0,156924.0,1
1319,1,483,95720,38.766036,-120.209673,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,2,20.4,20.4,42.52,0,31,0,1,1,36732.0,0
1320,20,1023,91786,34.105493,-117.660934,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,2,-1.0,415.9,1018.5,1,59,0,0,0,27038.0,0
1321,14,127,94514,37.83323,-121.601461,4,1,1,1,2,6.0,0,1,0,0,0,0,1,0,0,78.95,1101.85,1330.89,0,65,0,1,0,13724.0,0
1322,16,306,92027,33.141265,-116.967221,0,1,1,1,2,18.0,0,0,0,1,0,1,1,0,1,89.05,1448.6,1639.96,1,37,0,1,1,49154.0,0
1323,35,814,95672,38.724322,-120.991237,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,23.3,797.1,1025.3,0,38,0,0,0,82800.0,1
1324,72,1101,96097,41.764869,-122.671316,0,1,1,1,1,15.0,1,1,1,1,1,1,1,2,0,90.95,6468.6,9538.68,0,52,1,1,1,13672.0,1
1325,65,618,93641,36.696759,-119.024051,0,1,0,1,0,14.0,0,0,0,1,1,0,1,2,1,59.8,3808.2,4473.15,0,46,1,0,1,73691.0,0
1326,7,213,94520,38.013825,-122.039144,5,0,0,1,1,17.0,1,1,0,0,0,0,1,0,1,34.2,256.6,256.6,1,47,1,0,0,77598.0,1
1327,1,241,92629,33.477923,-117.705314,0,1,0,1,1,19.0,0,0,0,0,0,0,1,0,0,46.0,46.0,53.74,0,69,1,0,1,58656.0,0
1328,1,992,95497,38.696659,-123.436861,0,1,0,1,2,5.0,0,1,0,0,0,0,1,0,0,73.0,73.0,93.55,0,72,0,0,1,55951.0,0
1329,3,286,92243,32.770393,-115.60915,0,1,1,1,2,30.0,0,0,0,0,0,0,1,0,1,75.05,256.25,327.71,0,68,0,1,0,42710.0,0
1330,2,854,92109,32.787836,-117.232376,0,1,0,1,2,16.0,0,0,0,0,1,0,1,0,0,79.75,164.5,181.14,0,44,0,0,1,47703.0,0
1331,23,664,92660,33.634626,-117.874882,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,25.6,514.75,1102.17,0,27,1,0,0,65073.0,0
1332,70,989,93465,35.536115,-120.739231,1,1,1,1,2,59.0,0,1,1,1,1,1,0,1,0,109.5,7674.55,10756.15,0,21,1,0,1,38946.0,0
1333,29,120,91506,34.169706,-118.323548,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,25.15,702.0,833.37,0,47,0,1,1,54450.0,1
1334,43,39,95223,38.32153,-120.236358,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,19.65,779.25,1067.78,0,44,0,0,1,71232.0,1
1335,18,387,95635,38.921333,-120.897718,4,1,1,1,1,7.0,1,1,0,0,0,0,1,2,1,58.4,964.9,1817.02,1,73,0,0,1,68142.0,0
1336,71,554,90018,34.028735,-118.317236,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,25.05,1873.7,5057.34,0,46,1,1,0,16269.0,0
1337,27,773,94588,37.685052,-121.912061,0,1,1,1,2,23.0,0,0,0,0,0,0,1,0,0,75.5,1893.95,2180.15,1,75,1,0,0,26877.0,1
1338,9,870,92069,33.162624,-117.170863,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.05,157.65,439.17,0,45,0,0,0,81843.0,1
1339,48,727,92266,33.3249,-114.758334,0,1,0,1,2,21.0,0,0,0,0,0,0,1,1,0,70.65,3545.05,4149.85,0,72,1,0,0,22419.0,0
1340,27,884,93101,34.419203,-119.710008,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,19.15,501.35,1046.21,0,36,0,1,0,7500.0,1
1341,70,602,94025,37.449551,-122.183762,1,1,1,1,1,21.0,1,1,1,1,1,1,1,2,0,92.2,6474.45,7781.35,0,67,1,1,0,46053.0,0
1342,58,876,90732,33.744119,-118.31448,2,1,1,1,2,19.0,1,1,1,0,1,1,1,1,0,107.75,6332.75,9041.35,0,51,0,0,1,65685.0,0
1343,60,957,95210,38.033219,-121.297433,0,1,1,1,2,51.0,0,1,1,0,1,1,0,2,0,104.7,6333.8,8612.0,0,23,0,0,0,80124.0,0
1344,46,218,92879,33.893823,-117.531446,0,1,1,1,2,22.0,0,1,1,1,1,1,1,2,0,108.65,4903.2,6628.2,1,51,0,0,1,94472.0,0
1345,1,252,95315,37.422961,-120.765493,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.5,20.5,46.62,0,24,0,1,1,54162.0,1
1346,66,442,96047,40.524535,-122.647172,1,1,0,1,0,26.0,0,1,1,0,1,1,1,0,0,99.5,6710.5,8414.62,1,62,0,1,0,22775.0,0
1347,1,604,95348,37.40122,-120.514191,5,1,0,1,2,16.0,0,0,0,0,0,1,1,0,0,81.95,81.95,126.89,0,44,0,0,2,63915.0,1
1348,8,953,91381,34.364153,-118.615583,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.05,201.7,543.06,0,26,1,0,0,81795.0,0
1349,68,238,90630,33.818477,-118.038307,1,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,19.35,1292.65,4462.13,0,51,1,0,1,76998.0,0
1350,18,248,94576,38.554383,-122.474773,4,0,0,1,1,26.0,0,1,1,0,0,0,1,0,1,33.5,600.0,600.0,1,59,0,1,0,31859.0,0
1351,11,622,95355,37.672906,-120.946594,4,1,1,1,2,14.0,0,0,1,0,1,1,1,0,0,99.55,1131.2,1145.28,0,78,1,0,0,71847.0,0
1352,1,584,95338,37.526791,-119.99437,0,1,0,1,2,59.0,0,1,0,0,1,0,0,0,0,84.3,84.3,95.93,0,27,0,0,0,49767.0,0
1353,46,829,92508,33.885499,-117.324959,2,1,1,1,2,22.0,0,0,1,0,1,1,1,1,0,101.1,4674.4,5961.02,0,45,0,1,0,23616.0,1
1354,8,1058,95571,40.310119,-123.909449,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.0,141.6,329.28,0,55,0,1,1,33444.0,0
1355,9,883,92701,33.748478,-117.858918,5,1,0,1,2,57.0,0,0,1,1,1,1,1,0,0,103.1,970.45,1351.16,1,32,1,0,1,54984.0,0
1356,1,858,91775,34.114772,-118.089431,0,1,0,1,2,85.0,0,0,0,0,0,1,1,0,0,81.05,81.05,117.37,1,19,1,0,1,47958.0,0
1357,63,317,93223,36.29878,-119.201028,0,1,1,1,2,22.0,0,0,1,0,1,1,1,2,0,102.6,6296.75,6468.11,1,35,1,0,2,45894.0,0
1358,18,829,92506,33.930931,-117.361788,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,19.0,348.8,945.68,1,42,0,0,0,18929.0,1
1359,1,311,93221,36.301689,-119.018233,5,1,0,1,2,47.0,0,0,1,0,0,0,0,0,2,74.6,74.6,106.76,0,23,0,1,0,30992.0,1
1360,13,120,91501,34.188339,-118.300942,0,1,1,1,2,21.0,0,0,0,1,1,1,1,0,1,99.0,1301.7,1615.52,1,31,0,1,1,60631.0,1
1361,7,200,95425,38.801936,-122.938935,0,1,0,1,2,16.0,0,0,0,0,0,1,0,0,0,79.3,523.15,667.62,0,54,0,1,0,16005.0,1
1362,18,1035,90291,33.991782,-118.479229,0,1,0,1,2,28.0,0,0,0,1,0,1,1,0,0,85.6,1601.5,2106.22,1,45,1,0,1,57937.0,0
1363,37,947,91977,32.726627,-116.994608,0,1,0,1,1,76.0,1,0,1,1,0,0,1,1,1,58.75,2203.1,3522.89,1,28,1,0,1,48330.0,0
1364,12,97,93205,35.523991,-118.400432,0,1,1,1,2,12.0,0,1,1,0,1,1,1,0,0,106.7,1253.9,1556.18,1,44,0,0,1,62466.0,1
1365,43,34,95003,37.013471,-121.877877,2,0,0,1,1,12.0,0,0,1,0,1,1,1,0,0,49.05,2076.2,2055.91,0,64,0,0,1,67716.0,1
1366,63,626,94037,37.540582,-122.509594,2,1,1,1,2,26.0,0,1,1,1,1,1,1,0,0,108.75,6871.7,8155.01,0,49,1,0,1,39722.0,0
1367,6,679,91325,34.236683,-118.517588,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.4,107.6,355.76,1,54,1,0,1,60689.0,0
1368,24,857,94104,37.791222,-122.402241,0,1,1,1,2,26.0,0,1,1,0,1,1,1,0,1,102.95,2496.7,2574.22,1,73,0,1,0,25252.0,0
1369,2,854,92122,32.85723,-117.209774,5,1,0,1,2,8.0,0,0,0,0,1,1,1,0,0,90.4,168.2,189.26,0,47,0,0,1,71499.0,0
1370,38,145,95226,38.233879,-120.861666,0,1,1,1,2,30.0,0,1,1,0,1,0,1,0,0,94.65,3624.3,5512.9,1,25,1,1,2,74854.0,1
1371,33,987,92592,33.507255,-117.029473,3,1,0,1,2,41.0,0,0,1,0,1,1,0,1,0,95.8,3036.75,4476.15,1,24,1,0,0,28389.0,0
1372,48,286,92243,32.770393,-115.60915,0,1,1,1,2,12.0,0,0,1,1,1,1,1,0,0,-4.0,4946.05,5450.05,0,35,0,0,1,65526.0,0
1373,4,601,92584,33.653338,-117.178271,0,1,0,1,2,20.0,0,0,1,0,0,1,1,0,0,86.05,308.1,485.54,1,63,0,0,0,71670.0,0
1374,29,554,90046,34.108455,-118.362081,3,1,1,1,1,2.0,1,1,0,1,0,0,1,0,1,67.45,1801.1,2199.56,0,48,0,1,1,52854.0,0
1375,27,120,91504,34.213049,-118.317651,0,1,0,1,1,21.0,1,1,0,0,0,0,1,1,0,55.45,1477.65,2025.48,1,50,0,1,1,46910.0,1
1376,65,1094,91367,34.178068,-118.615714,2,1,1,1,1,16.0,0,1,1,1,1,1,1,2,0,84.2,5324.5,8026.55,1,51,1,0,1,49967.0,0
1377,31,275,93621,36.789213,-119.140338,0,1,1,1,2,76.0,0,0,0,1,0,0,1,1,1,81.7,2548.65,3081.23,1,24,0,1,1,50898.0,0
1378,49,954,95374,37.316807,-120.855753,0,1,1,1,2,10.0,1,0,0,0,1,1,1,0,2,100.85,4847.35,7043.04,0,56,1,1,0,20895.0,0
1379,72,575,90263,34.037037,-118.705803,1,1,1,1,2,13.0,1,1,1,1,1,1,1,2,0,114.45,8100.55,9896.95,1,51,1,0,1,54984.0,0
1380,5,1057,96136,40.345949,-120.081187,0,1,1,1,0,29.0,0,1,0,0,0,1,1,0,0,64.0,370.25,594.15,0,37,0,1,1,30630.0,0
1381,1,1065,92683,33.752591,-117.993661,0,1,0,1,0,9.0,1,0,1,0,0,0,1,0,1,55.7,55.7,73.38,1,61,1,1,1,46423.0,0
1382,33,941,91733,34.04622,-118.053753,0,0,0,1,1,16.0,1,1,1,0,1,1,1,2,0,59.45,1884.65,1884.65,0,80,0,0,0,88325.0,1
1383,1,1028,94592,38.093701,-122.276589,5,0,0,1,1,7.0,0,0,1,1,0,0,1,0,1,35.9,35.9,35.9,0,60,0,1,1,37054.0,1
1384,65,626,94037,37.540582,-122.509594,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,26.0,1654.85,1846.6,0,48,1,0,0,80124.0,0
1385,60,218,92881,33.833686,-117.513063,0,1,1,1,0,18.0,0,0,1,1,1,1,1,1,1,80.55,4847.05,5813.65,0,32,0,1,1,54450.0,0
1386,63,528,96116,41.266008,-120.490731,0,1,0,1,1,29.0,1,1,1,1,1,1,1,1,0,84.0,5329.55,7890.5,1,65,1,0,1,38576.0,0
1387,3,82,96011,41.096569,-121.879082,5,1,0,1,2,3.0,0,0,0,0,0,0,1,0,0,70.4,204.7,211.48,0,71,0,0,0,53653.0,0
1388,55,1066,92281,33.03679,-115.60503,0,1,1,1,0,29.0,0,0,0,0,0,0,1,1,0,51.65,2838.55,4462.7,0,75,1,0,1,65148.0,1
1389,68,1059,91790,34.066964,-117.937007,0,1,0,1,2,17.0,0,1,1,1,1,1,1,1,1,105.75,7322.5,7926.34,1,56,1,0,1,46891.0,0
1390,72,448,90305,33.958134,-118.330905,0,1,1,1,2,20.0,1,1,1,1,0,0,1,2,0,96.6,6827.5,8849.98,0,70,1,0,1,34176.0,0
1391,21,556,95032,37.233034,-121.947427,4,1,1,1,2,29.0,0,0,0,0,0,1,1,0,0,86.5,1808.7,2695.32,0,50,1,1,1,51813.0,0
1392,5,554,90012,34.065875,-118.238728,5,1,0,1,2,5.0,0,0,0,0,0,0,1,0,0,69.75,324.6,480.3,1,32,0,1,1,60585.0,0
1393,37,1072,90606,33.976678,-118.065875,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,19.5,805.2,2477.23,0,57,1,0,0,94384.0,0
1394,29,258,95619,38.683605,-120.811852,0,1,1,1,1,4.0,0,0,0,0,1,1,1,1,1,71.0,2080.1,3280.12,0,47,0,0,0,68655.0,1
1395,64,554,90057,34.061918,-118.277939,0,1,1,1,2,21.0,0,1,1,1,1,1,1,0,0,111.15,6953.4,7503.8,0,41,1,0,1,58025.0,1
1396,46,1072,90604,33.929704,-118.01208,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,20.05,902.0,2293.5,1,61,0,0,1,69016.0,0
1397,7,734,91107,34.159007,-118.087353,5,1,0,1,2,18.0,1,0,0,0,0,0,0,0,0,76.45,503.6,681.2,0,77,0,0,1,71113.0,0
1398,23,548,90815,33.797638,-118.11662,0,1,1,1,2,18.0,0,0,1,0,0,0,1,2,1,79.35,1835.3,2020.45,0,66,0,0,0,83443.0,0
1399,68,840,95818,38.556306,-121.495817,1,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,25.25,1728.2,3280.64,1,47,1,0,1,46097.0,0
1400,41,554,90077,34.102084,-118.451629,0,0,0,1,0,17.0,0,1,0,1,0,0,1,1,1,35.45,1391.65,1391.65,0,59,1,1,0,20518.0,1
1401,2,681,94947,38.112166,-122.634384,5,1,0,1,2,23.0,0,0,0,0,1,1,1,0,0,89.55,185.55,203.27,1,49,1,0,0,72066.0,1
1402,17,10,95410,39.225694,-123.717354,0,1,1,1,2,19.0,0,1,1,1,0,0,1,0,1,92.7,1556.85,2403.11,0,37,0,0,0,72228.0,0
1403,55,665,92657,33.603282,-117.821841,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,19.35,1153.25,2511.75,1,46,1,1,1,53537.0,0
1404,5,895,92070,33.174725,-116.743329,0,1,0,1,0,52.0,1,0,0,0,0,0,0,0,2,49.4,232.55,477.85,0,54,1,0,1,67432.0,1
1405,68,374,93117,34.489983,-120.091246,0,1,1,1,1,9.0,1,1,1,1,0,0,1,2,1,70.9,4911.35,6725.86,0,48,1,0,1,55914.0,0
1406,7,602,94025,37.449551,-122.183762,0,1,1,1,2,21.0,0,0,0,0,0,0,1,0,0,-10.0,533.05,682.64,1,80,1,0,0,30093.0,0
1407,6,29,95843,38.715498,-121.363411,0,1,0,1,2,5.0,0,0,0,0,0,0,1,0,2,69.25,418.4,654.56,0,50,0,0,0,18890.0,0
1408,41,120,91502,34.177267,-118.31003,2,1,1,1,2,15.0,0,1,1,0,1,1,1,0,0,104.4,4133.95,4393.48,0,78,0,1,0,33471.0,0
1409,2,875,94806,37.980269,-122.342635,0,1,0,1,2,16.0,0,1,0,0,0,0,1,0,0,74.95,151.75,159.27,1,54,0,1,1,42473.0,1
1410,1,1045,91789,34.018354,-117.85492,5,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,0,2,25.4,25.4,58.13,0,21,0,0,0,22507.0,0
1411,1,452,95641,38.154823,-121.601358,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.25,20.25,63.21,1,25,0,1,0,26868.0,1
1412,3,212,90221,33.885811,-118.206459,5,1,0,1,2,28.0,0,1,1,1,1,1,1,0,0,107.95,318.6,356.58,1,42,0,0,1,44794.0,0
1413,1,854,92109,32.787836,-117.232376,5,1,0,1,1,24.0,0,0,0,0,0,0,1,0,0,45.6,45.6,57.33,1,31,0,0,1,55842.0,0
1414,29,854,92109,32.787836,-117.232376,0,1,1,1,2,48.0,0,0,1,0,0,1,1,0,0,89.2,2698.35,2814.35,1,25,1,0,0,81698.0,0
1415,17,548,90822,33.778436,-118.118648,4,1,0,1,2,5.0,0,0,1,0,1,1,1,1,0,96.65,1588.25,2078.36,1,33,1,0,1,69702.0,0
1416,37,453,93235,36.385818,-119.224243,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,20.35,697.65,732.13,1,56,1,0,0,70638.0,0
1417,22,908,93262,36.527243,-118.594938,4,1,0,1,0,16.0,0,1,1,0,0,0,1,0,1,54.7,1178.75,2055.01,0,60,1,1,0,37155.0,0
1418,68,789,92064,32.984395,-117.013454,0,1,1,1,1,2.0,1,1,1,1,1,1,1,2,0,88.15,6148.45,7595.92,0,63,0,0,0,69661.0,0
1419,72,1102,95991,39.02741,-121.614982,1,1,1,1,0,6.0,0,1,0,1,1,1,1,2,0,78.95,5730.15,7605.03,0,56,1,0,0,83151.0,0
1420,30,48,95602,38.99003,-121.114408,0,0,0,1,1,12.0,0,0,0,1,1,1,1,0,1,51.2,1561.5,1561.5,0,57,1,0,1,46149.0,1
1421,31,780,94569,38.035707,-122.196821,0,1,1,1,2,2.0,0,0,0,0,0,0,1,0,0,73.9,2217.15,2695.48,0,70,0,0,0,80184.0,0
1422,16,588,95901,39.19514,-121.503883,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.35,275.9,447.78,0,40,1,1,0,28718.0,1
1423,65,411,95448,38.618347,-122.908422,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,25.75,1654.75,1931.51,1,56,0,0,0,74268.0,0
1424,5,961,95981,39.58458,-121.093256,0,1,1,1,1,4.0,0,0,1,1,1,0,0,0,0,67.95,350.3,444.8,0,39,1,0,1,62905.0,0
1425,55,289,95762,38.684437,-121.055634,0,1,1,1,2,26.0,0,0,0,0,0,0,1,0,0,73.1,4144.9,4636.05,0,50,0,1,0,37292.0,0
1426,1,494,92253,33.695532,-116.310571,0,1,1,1,1,26.0,0,0,0,0,0,0,1,0,1,50.75,50.75,75.41,1,19,0,1,0,37717.0,0
1427,33,655,95463,39.182916,-123.552571,0,1,1,1,2,22.0,0,0,1,1,0,1,0,0,1,95.0,3008.15,3409.37,0,41,1,1,0,47889.0,1
1428,30,794,92065,33.044541,-116.833922,0,1,1,1,2,21.0,0,1,1,0,1,1,1,2,0,104.1,3121.1,4379.0,0,80,0,0,1,56850.0,0
1429,25,554,90025,34.046174,-118.446333,3,1,1,1,1,10.0,0,0,1,0,0,0,1,0,1,55.55,1405.3,1695.3,1,49,1,1,1,51195.0,0
1430,3,128,92230,33.929812,-116.76058,0,0,0,1,1,85.0,1,1,0,0,0,0,1,0,1,35.45,106.85,106.85,1,29,0,0,0,77457.0,0
1431,4,891,90403,34.031529,-118.491156,0,1,0,1,1,30.0,0,1,0,0,0,0,1,0,1,50.7,151.3,190.54,0,42,0,0,1,50870.0,0
1432,1,34,95003,37.013471,-121.877877,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,21.1,21.1,39.91,1,31,0,1,0,34738.0,0
1433,14,824,94571,38.148862,-121.737696,4,1,0,1,2,29.0,0,0,0,0,1,1,1,0,1,89.8,1129.1,1273.3,0,57,0,2,1,33590.0,1
1434,25,196,95423,39.07116,-122.598542,0,1,0,1,2,18.0,0,0,0,0,0,0,0,0,1,70.95,1767.35,2410.1,1,52,0,0,0,73926.0,0
1435,25,893,95403,38.488431,-122.752839,3,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,2,20.15,536.35,977.35,1,43,0,0,0,31907.0,1
1436,72,242,94526,37.815459,-121.977203,0,1,1,1,2,59.0,1,1,1,1,1,1,1,2,1,115.55,8312.4,8432.64,0,23,1,0,1,70179.0,0
1437,44,840,95834,38.646209,-121.52446,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,19.5,835.5,1633.66,1,60,0,1,1,44964.0,0
1438,18,857,94116,37.74441,-122.486764,4,1,0,1,2,22.0,1,0,0,0,0,0,1,0,0,75.4,1380.4,1650.58,0,44,0,1,0,24570.0,1
1439,7,613,94030,37.601248,-122.403099,5,1,0,1,2,20.0,0,0,1,0,1,0,0,1,0,84.35,609.65,774.51,0,66,0,1,0,35684.0,0
1440,59,778,91767,34.083086,-117.737997,0,1,1,1,0,24.0,0,0,1,1,1,0,1,2,0,72.1,4194.85,5658.64,0,39,1,0,1,77568.0,0
1441,70,932,93463,34.624399,-120.137875,0,1,1,1,1,24.0,0,1,1,1,1,1,0,2,0,84.8,5917.55,6687.15,0,53,1,0,0,32727.0,0
1442,40,656,92363,34.711224,-114.702256,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,26.2,1077.5,3046.3,0,49,1,1,1,38643.0,0
1443,34,834,91770,34.065108,-118.082791,0,1,0,1,2,21.0,1,1,1,0,1,1,0,0,0,105.35,3688.6,4918.56,0,47,0,0,1,67131.0,0
1444,5,884,93111,34.460197,-119.802602,5,1,0,1,2,30.0,0,1,0,0,1,0,0,0,1,85.3,420.45,659.15,0,37,0,0,0,83532.0,0
1445,1,164,90745,33.822295,-118.26411,5,1,0,1,0,24.0,0,0,0,0,0,0,1,0,0,45.65,45.65,59.77,1,63,0,1,1,47175.0,0
1446,68,1016,92780,33.735802,-117.818805,1,0,0,1,1,19.0,1,1,0,0,1,0,1,1,1,44.8,2983.65,2983.65,1,39,1,0,1,59432.0,1
1447,14,857,94130,37.820894,-122.369725,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.7,263.65,478.27,0,40,1,1,0,41335.0,0
1448,19,218,92879,33.893823,-117.531446,4,1,0,1,2,6.0,0,0,1,1,1,0,1,0,1,89.95,1682.4,1834.21,1,49,0,1,1,35788.0,0
1449,4,141,95709,38.748316,-120.675512,5,1,0,1,1,23.0,0,1,0,0,1,1,1,0,0,68.65,261.25,303.81,0,51,0,1,0,22775.0,0
1450,67,351,93650,36.841655,-119.797113,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,25.25,1733.15,4100.93,0,55,1,0,1,54730.0,0
1451,50,795,92066,33.215251,-116.53633,2,1,1,1,2,2.0,1,1,1,0,1,1,1,0,0,108.75,5431.9,5890.9,0,70,1,0,1,40049.0,0
1452,43,876,90732,33.744119,-118.31448,0,0,0,1,0,4.0,1,0,1,0,0,0,1,1,1,35.2,1463.7,1463.7,1,47,0,0,1,66886.0,0
1453,59,182,91311,34.294142,-118.603883,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.3,1192.7,2701.33,1,33,1,0,0,42192.0,0
1454,27,690,94612,37.809014,-122.269739,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,0,20.1,562.6,1464.4,1,31,0,0,0,79244.0,0
1455,22,873,94402,37.556634,-122.317723,4,1,0,1,1,30.0,1,1,1,0,0,0,0,0,1,61.15,1422.05,2447.61,0,21,1,0,1,62637.0,1
1456,40,60,92220,33.936298,-116.849577,2,1,1,1,1,52.0,0,1,0,0,1,0,1,1,0,63.9,2635.0,4319.0,0,27,1,1,0,38361.0,0
1457,37,319,92333,34.274846,-116.937581,0,1,1,1,2,4.0,1,0,1,1,0,1,1,1,0,99.2,3754.6,4870.52,0,55,1,0,0,79593.0,1
1458,15,954,95374,37.316807,-120.855753,4,1,1,1,2,21.0,0,1,0,0,0,0,1,0,0,79.75,1111.85,1754.3,0,42,0,2,0,45203.0,0
1459,28,680,90650,33.905963,-118.08263,0,1,1,1,0,11.0,0,0,0,1,0,0,1,0,1,54.9,1505.15,1596.15,0,37,0,1,1,53204.0,1
1460,13,136,94515,38.629618,-122.593216,4,1,1,1,0,82.0,0,0,1,0,1,1,1,1,1,75.3,989.45,1525.31,1,20,1,1,0,28691.0,0
1461,5,1053,96093,40.759401,-122.939337,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.05,95.55,206.35,1,26,0,1,1,46098.0,0
1462,54,245,95618,38.544002,-121.685559,2,1,1,1,1,52.0,1,1,0,1,0,0,1,2,1,65.65,3566.7,4894.56,1,25,1,2,0,45203.0,1
1463,63,342,92310,35.349241,-116.770281,2,0,0,1,1,16.0,0,1,1,1,0,0,1,2,0,39.35,2395.05,2395.05,1,45,1,0,0,30983.0,0
1464,20,554,90043,33.988543,-118.334081,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.05,406.05,701.85,0,31,1,1,0,36075.0,0
1465,46,120,91501,34.188339,-118.300942,0,1,0,1,2,71.0,1,1,0,1,1,1,1,1,0,105.2,4822.85,6802.69,0,23,0,0,1,60000.0,0
1466,72,410,94541,37.674002,-122.076796,0,1,1,1,1,48.0,1,1,1,1,1,1,0,2,0,92.4,6786.1,9632.5,0,20,1,0,1,65324.0,0
1467,71,152,95607,38.681651,-122.130569,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,25.6,1888.25,2682.03,0,48,1,1,1,27159.0,0
1468,32,188,93610,37.100948,-120.270136,3,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.45,674.55,1796.15,1,22,1,0,1,56242.0,1
1469,71,554,90047,33.958149,-118.308441,0,1,1,1,2,23.0,0,1,1,0,1,1,0,1,0,105.9,7521.95,9433.61,0,65,0,1,1,30772.0,0
