Customer_ID,Tenure,City,Zip Code,Latitude,Longitude,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Gigabits Used,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Revenue,Gender,Age,Married,Kidhome,Teenhome,Income,Churn
2990-OGYTD,67,Fullerton,92831,33.879983,-117.895482,Offer A,Yes,Yes,Yes,DSL,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.15,5883.85,6098.25,Female,41,Yes,1,1,38578,Yes
2995-UPRYS,40,Long Beach,90802,33.752524,-118.210737,None,Yes,No,Yes,Fiber Optic,22,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,99.2,4062.2,4852.6,Female,74,Yes,0,0,22123,Yes
2995-YWTCD,19,Browns Valley,95918,39.292334,-121.320597,None,Yes,Yes,No,,,,,,,,,,Two Year,Bank Withdrawal,24.9,467.7,1067.72,Female,20,Yes,1,1,35860,No
2996-XAUVF,70,Needles,92363,34.711224,-114.702256,Offer A,No,,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Two Year,Mailed Check,40.05,2799.75,2799.75,Male,25,No,0,1,46891,No
2999-AANRQ,21,Sacramento,95833,38.619049,-121.517552,None,Yes,No,Yes,DSL,71,Yes,Yes,No,Yes,Yes,No,No,Two Year,Credit Card,71.05,1524.85,2012.29,Female,23,No,0,1,71965,No
3001-CBHLQ,32,Angels Camp,95222,38.071327,-120.632221,Offer C,Yes,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.9,3351.55,4710.14,Male,76,Yes,0,0,79244,No
3001-UNBTL,29,Burbank,91506,34.169706,-118.323548,Offer C,Yes,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.95,2964.8,4396.24,Male,69,Yes,1,0,23331,No
3002-WQZWT,29,Murrieta,92563,33.581045,-117.14719,Offer C,Yes,Yes,Yes,Fiber Optic,82,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.2,1993.25,2468.27,Female,25,No,1,0,27938,No
3003-CMDUU,25,Santa Paula,93060,34.402343,-119.094824,None,Yes,No,Yes,Fiber Optic,52,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,95.15,2395.7,3220.95,Female,22,Yes,1,1,45207,No
3005-NFMTA,55,Valencia,91354,34.457005,-118.573726,Offer B,Yes,Yes,Yes,Fiber Optic,21,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.8,5617.75,6108.9,Male,73,No,0,1,72967,Yes
3005-TYFRD,55,Tollhouse,93667,36.993666,-119.348267,Offer B,Yes,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Credit Card,103.65,5676.65,7527.95,Female,54,Yes,1,1,36957,Yes
3006-XIMLN,2,Garden Valley,95633,38.852544,-120.837669,None,Yes,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.2,193.8,279.58,Female,34,No,1,1,35860,No
3007-FDPEA,2,Fallbrook,92028,33.362575,-117.299644,None,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,20.7,39.85,67.63,Female,28,No,1,1,74881,No
3009-JWMPU,62,Five Points,93624,36.397745,-120.119911,Offer B,Yes,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,One Year,Bank Withdrawal,96.75,6125.4,7529.08,Male,58,No,1,1,47175,No
3011-WQKSZ,19,Foresthill,95631,39.031876,-120.811141,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,20,377.55,835.45,Male,41,No,0,0,71853,No
3012-VFFMN,7,Richvale,95974,39.495768,-121.747472,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.65,158.95,194.02,Female,61,Yes,1,1,54450,Yes
3014-WJKSM,29,San Luis Obispo,93401,35.233745,-120.626442,None,Yes,No,Yes,Fiber Optic,59,No,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,75.3,2263.4,2360.55,Male,26,Yes,0,0,58398,No
3016-KSVCP,29,Rancho Palos Verdes,90275,33.753146,-118.367459,Offer C,No,,Yes,DSL,22,No,No,No,No,Yes,No,Yes,Month-to-Month,Credit Card,33.75,1009.25,1009.25,Male,47,Yes,0,0,80739,No
3018-TFTSU,12,Hathaway Pines,95233,38.184914,-120.364085,Offer D,Yes,No,Yes,Fiber Optic,3,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.7,858.6,1079.16,Male,44,No,0,1,65324,Yes
3021-VLNRJ,50,Encino,91436,34.152875,-118.486056,Offer B,Yes,No,Yes,DSL,71,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Credit Card,70.8,3478.15,5354.15,Female,25,No,1,1,44267,Yes
3022-BEXHZ,67,Sonoma,95476,38.25485,-122.461799,None,Yes,Yes,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,111.2,7530.8,10275.12,Male,19,Yes,1,0,36143,No
3023-GFLBR,33,San Bernardino,92408,34.084909,-117.258107,None,Yes,Yes,Yes,Fiber Optic,28,No,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,86.15,2745.7,3218.92,Female,63,Yes,0,0,62981,No
3026-ATZYV,37,Riverside,92507,33.976328,-117.319786,Offer C,Yes,No,Yes,Cable,23,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,75.1,2658.8,2700.24,Female,32,Yes,0,0,87305,No
3027-YNWZU,64,San Ramon,94583,37.766556,-121.976784,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25,1584.8,2020.64,Female,44,Yes,0,0,84169,No
3027-ZTDHO,1,Fresno,93721,36.732694,-119.783786,Offer E,Yes,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.9,89.9,122.75,Male,21,No,0,1,72063,No
3030-YDNRM,8,Pasadena,91107,34.159007,-118.087353,Offer E,Yes,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.85,572.45,665.09,Male,64,No,0,0,86979,No
3030-YZADT,9,Grass Valley,95949,39.099204,-121.137962,Offer E,Yes,No,Yes,DSL,26,No,No,No,No,No,No,No,Month-to-Month,Mailed Check,44.95,431,466.92,Male,57,No,0,0,72903,No
3030-ZKIWL,1,Lake Isabella,93240,35.607875,-118.466318,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.05,20.05,38.2,Male,23,No,0,0,74859,No
3034-ZBEQN,48,La Puente,91746,34.038983,-117.991372,None,No,,Yes,DSL,22,No,Yes,Yes,No,No,No,Yes,One Year,Mailed Check,34.7,1604.5,1604.5,Female,31,Yes,0,1,30522,No
3038-PQIUY,38,Dulzura,91917,32.622999,-116.687855,None,Yes,Yes,Yes,DSL,13,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,66.15,2522.4,3287.72,Female,39,No,1,1,40211,No
3039-MJSLN,3,Cressey,95312,37.420273,-120.66527,None,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,20.2,50.6,105.89,Male,36,No,0,0,30093,Yes
3043-SUDUA,32,West Sacramento,95605,38.592745,-121.540036,Offer C,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,19.9,601.55,1098.51,Female,35,No,0,1,74805,No
3043-TYBNO,3,Kneeland,95549,40.664483,-123.865325,None,Yes,No,Yes,DSL,11,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Credit Card,60.65,196.9,264.37,Male,43,No,1,0,31560,No
3045-XETSH,10,Lake Hughes,93532,34.659579,-118.584212,None,Yes,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.85,953.45,1386.05,Female,34,No,0,0,75345,No
3049-NDXFL,1,San Diego,92130,32.957195,-117.202542,Offer E,Yes,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,85.8,85.8,120.27,Female,30,No,0,0,,No
3049-SOLAY,3,San Diego,92109,32.787836,-117.232376,None,Yes,Yes,Yes,Fiber Optic,42,No,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,95.2,292.85,382.63,Female,21,Yes,0,0,12393,No
3050-GBUSH,3,Burlingame,94010,37.57028,-122.365778,None,No,,Yes,DSL,46,No,No,No,No,Yes,No,Yes,Month-to-Month,Credit Card,34.8,113.95,113.95,Female,25,No,1,1,38853,No
3050-RLLXC,56,Kyburz,95720,38.766036,-120.209673,Offer B,Yes,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Credit Card,81.25,4620.4,6070.8,Female,51,Yes,0,0,37760,No
3055-MJDSB,9,Planada,95365,37.329725,-120.306399,Offer E,No,,Yes,DSL,52,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,24.6,190.1,190.1,Male,24,No,0,0,70287,Yes
3055-OYMSE,53,Saratoga,95070,37.257772,-122.051824,None,Yes,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,73.8,4003.85,4891.07,Female,75,No,0,1,56129,No
3055-VTCGS,63,Whittier,90605,33.960891,-118.032222,Offer B,Yes,No,Yes,DSL,9,No,No,Yes,No,No,Yes,Yes,One Year,Credit Card,58.55,3503.5,5228.44,Female,35,No,0,1,73059,No
3057-VJJQE,35,Yorba Linda,92886,33.897253,-117.792202,None,Yes,Yes,Yes,DSL,21,Yes,No,No,No,No,No,Yes,Two Year,Credit Card,55.25,1924.1,2637.75,Male,64,No,0,1,67432,Yes
3058-HJCUY,41,Rancho Cordova,95742,38.591134,-121.161585,Offer B,Yes,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,102.6,4213.35,6056.65,Male,36,Yes,1,0,35765,No
3058-WQDRE,13,Branscomb,95417,39.710591,-123.682799,Offer D,No,,Yes,Cable,16,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,25.15,331.85,283.26,Male,37,No,0,1,61671,Yes
3059-NGMXB,14,San Jose,95124,37.257063,-121.923037,Offer D,Yes,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Credit Card,69.2,944.65,986.09,Male,52,Yes,0,0,85683,Yes
3061-BCKYI,14,Thousand Palms,92276,33.849263,-116.382778,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.9,283.75,892.75,Male,27,No,1,1,38643,No
3062-ICYZQ,51,Oak Park,91377,34.19225,-118.776874,None,Yes,Yes,Yes,Fiber Optic,75,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,93.8,4539.35,5928.08,Female,41,Yes,0,1,47352,No
3063-QFSZL,1,San Jose,95135,37.28682,-121.723877,Offer E,Yes,No,Yes,Cable,4,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,55.4,55.4,68.41,Female,37,No,0,1,58512,Yes
3066-RRJIO,1,San Francisco,94132,37.722302,-122.491129,Offer E,Yes,No,Yes,Fiber Optic,46,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,69.95,69.95,82.99,Female,29,No,0,1,57288,No
3067-SVMTC,68,Imperial,92251,32.858595,-115.662709,None,Yes,No,Yes,Cable,14,Yes,No,No,Yes,No,No,No,One Year,Bank Withdrawal,55.9,3848.8,6914.52,Female,49,Yes,0,0,83790,No
3068-OMWZA,1,Round Mountain,96084,40.923558,-122.059933,None,Yes,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Month-to-Month,Bank Withdrawal,88.8,88.8,148.4,Male,77,No,0,0,70643,No
3069-SSVSN,1,Hilmar,95324,37.394536,-120.890747,None,No,,Yes,DSL,18,No,No,No,No,No,No,Yes,One Year,Credit Card,25.85,25.85,25.85,Female,50,No,0,1,67432,No
3070-BDOQC,60,Sacramento,95827,38.549185,-121.328386,None,Yes,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,99.65,5941.05,6949.65,Female,38,No,0,1,58646,No
3070-DVEYC,7,Williams,95987,39.117537,-122.284654,None,Yes,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,73.75,545.15,771.95,Male,78,No,0,0,18929,No
3070-FNFZQ,23,Happy Camp,96039,41.831901,-123.487478,Offer D,Yes,No,No,,,,,,,,,,Two Year,Bank Withdrawal,20.4,478.75,1389.32,Female,48,Yes,1,0,39665,Yes
3071-MVJCD,72,Grizzly Flats,95636,38.636102,-120.522149,Offer A,Yes,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,82.3,5815.15,9302.83,Male,40,Yes,1,1,48699,No
3071-VBYPO,3,Whittier,90604,33.929704,-118.01208,Offer E,Yes,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,89.85,248.4,348.3,Male,38,Yes,1,0,30168,No
3074-GQWYX,5,San Diego,92117,32.825086,-117.199424,None,Yes,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.9,357.75,592.15,Male,30,No,0,0,84618,No
3077-RSNTJ,6,Long Beach,90807,33.830099,-118.182239,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.7,113.5,146.62,Female,29,Yes,0,1,55761,No
3078-ZKNTS,13,Rancho Santa Fe,92091,32.99356,-117.207121,None,Yes,No,No,,,,,,,,,,Two Year,Bank Withdrawal,19.75,246.7,319.24,Female,45,Yes,0,0,84219,No
3079-BCHLN,47,Wishon,93669,37.287758,-119.548156,Offer B,Yes,No,No,,,,,,,,,,One Year,Bank Withdrawal,19.9,942.95,2973.35,Male,26,Yes,0,0,74859,No
3082-VQXNH,3,Hat Creek,96040,40.789799,-121.474529,Offer E,No,,Yes,DSL,4,No,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,29.8,94.4,94.4,Male,62,Yes,2,0,16626,No
3082-WQRVY,14,Stockton,95203,37.954089,-121.329761,None,Yes,No,No,,,,,,,,,,One Year,Credit Card,19.65,228.65,869.29,Male,73,Yes,0,0,18351,No
3082-YVEKW,23,Yucca Valley,92284,34.159534,-116.425984,None,Yes,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,77.15,1759.4,2518.86,Female,62,Yes,1,0,27573,No
3084-DOWLE,72,Citrus Heights,95621,38.69549,-121.307864,Offer A,Yes,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,92,6474.4,9701.28,Female,47,Yes,0,1,40049,No
3085-QUOZK,1,Alpine,91901,32.827184,-116.703729,Offer E,Yes,No,Yes,Cable,9,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,43.95,43.95,78.43,Female,55,No,0,1,69401,No
3086-RUCRN,66,Paicines,95043,36.525703,-120.952122,Offer A,Yes,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,103.1,6595,9442.24,Female,33,No,0,1,60934,No
3088-FVYWK,53,Mc Kittrick,93251,35.38381,-119.730885,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.55,1336.1,3064.16,Male,37,Yes,0,0,76630,No
3088-LHEFH,11,Pollock Pines,95726,38.733908,-120.453416,Offer D,Yes,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79,929.3,1039.96,Female,28,No,0,0,71796,No
3090-HAWSU,61,Pasadena,91107,34.159007,-118.087353,None,Yes,Yes,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,111.6,6876.05,7353.07,Male,44,No,0,1,56253,Yes
3090-LETTY,2,San Diego,92130,32.957195,-117.202542,None,Yes,Yes,Yes,DSL,12,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,60.95,134.6,164.36,Male,54,No,0,1,69263,Yes
3090-QFUVD,1,Reedley,93654,36.636638,-119.421842,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.3,20.3,24.39,Female,48,No,1,1,46423,No
3091-FYHKI,1,Harbor City,90710,33.798266,-118.300237,Offer E,No,,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,35.45,35.45,35.45,Male,64,No,0,0,66636,No
3092-IGHWF,67,San Diego,92130,32.957195,-117.202542,Offer A,Yes,Yes,Yes,Cable,10,No,Yes,Yes,No,No,No,Yes,One Year,Bank Withdrawal,87.4,5918.8,7821.6,Male,34,Yes,1,1,34213,No
3094-JOJAI,18,Maxwell,95955,39.281194,-122.226568,None,Yes,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,74.15,1387,1465.84,Male,63,No,0,1,63381,No
3096-GKWEB,18,Bakersfield,93306,35.449881,-118.841442,None,Yes,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.75,1691.9,2306.96,Male,42,Yes,1,2,37859,Yes
3096-IZETN,12,Lomita,90717,33.794209,-118.317354,Offer D,Yes,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,78.1,947.3,1457.9,Female,32,No,0,0,75825,No
3096-JRDSO,27,Fallbrook,92028,33.362575,-117.299644,Offer C,Yes,Yes,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.3,2867.75,3142.88,Female,73,Yes,1,0,23976,Yes
3096-WPXBT,61,Venice,90291,33.991782,-118.479229,Offer B,Yes,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,Yes,No,One Year,Credit Card,100.7,6018.65,7222.51,Female,60,Yes,1,1,13672,No
3096-YXENJ,65,Danville,94506,37.791481,-121.903253,None,Yes,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,107.65,7082.85,8882.7,Female,25,Yes,0,1,33419,No
3097-FQTVJ,41,Denair,95316,37.524721,-120.757977,Offer B,Yes,No,No,,,,,,,,,,Two Year,Mailed Check,20,810.3,1223.99,Female,23,No,0,0,85738,No
3097-IDVPU,19,Los Angeles,90012,34.065875,-118.238728,Offer D,Yes,Yes,Yes,DSL,13,No,No,No,No,No,No,No,Month-to-Month,Credit Card,50.1,910.45,1210.38,Male,51,Yes,1,0,13533,Yes
3097-NNSPB,2,Valley Ford,94972,38.339996,-122.935056,Offer E,Yes,No,Yes,DSL,13,No,Yes,No,No,No,No,No,Month-to-Month,Credit Card,49.05,91.1,160.5,Female,42,No,0,1,52614,Yes
3097-NQYSN,2,San Jose,95139,37.218705,-121.762429,None,Yes,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Month-to-Month,Credit Card,86.85,156.35,204.73,Male,73,Yes,0,0,42000,No
3097-PYWXL,4,New Cuyama,93254,34.956577,-119.750142,None,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,19.95,82.9,197.1,Female,30,Yes,0,0,70116,No
3099-OONVS,25,Crockett,94525,38.049292,-122.228415,Offer C,Yes,No,Yes,DSL,22,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,54.3,1296.8,2246.05,Male,34,Yes,0,1,53863,No
3104-OWCGK,60,South Dos Palos,93665,36.959731,-120.653519,Offer B,Yes,No,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,Yes,One Year,Bank Withdrawal,90.95,5453.4,7448.4,Male,21,Yes,0,0,82014,No
3106-ULWFW,8,Fontana,92337,34.049671,-117.468896,Offer E,Yes,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,85.2,627.4,838.68,Female,32,Yes,0,1,47009,No
3108-PCCGG,72,Redwood Valley,95470,39.298065,-123.25211,Offer A,Yes,Yes,Yes,Cable,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,84.45,5899.85,7103.69,Male,75,Yes,0,0,82017,No
3113-IWHLC,5,Strathmore,93267,36.141319,-119.129075,None,Yes,No,Yes,DSL,51,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,55.8,274.35,480.8,Male,24,No,1,1,79146,Yes
3115-CZMZD,10,Independence,93526,36.869584,-118.189241,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.25,202.5,334.1,Male,24,No,1,0,28427,No
3115-JPJDD,59,Ventura,93003,34.279221,-119.221437,None,Yes,No,Yes,Fiber Optic,12,Yes,No,Yes,No,No,No,Yes,One Year,Credit Card,81.25,4639.45,6385.85,Female,43,Yes,0,1,56939,No
3118-UHVVQ,68,Calpine,96124,39.672813,-120.456699,Offer A,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.8,1911.5,3075.66,Female,41,Yes,0,1,75342,No
3120-FAZKD,54,El Portal,95318,37.654551,-119.822984,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,Bank Withdrawal,24.05,1230.9,3476.22,Male,19,Yes,1,1,49389,No
3125-RAHBV,22,Rocklin,95765,38.823278,-121.281856,Offer D,Yes,No,No,,,,,,,,,,One Year,Credit Card,20.3,467.15,973.81,Male,24,No,0,0,20180,No
3126-WQMGH,49,Yorba Linda,92887,33.884073,-117.732197,None,Yes,Yes,Yes,DSL,41,No,No,No,No,No,No,No,Month-to-Month,Credit Card,52.15,2583.75,4026.33,Female,19,Yes,0,0,85738,No
3128-YOVTD,51,Forbestown,95941,39.531028,-121.24807,None,Yes,No,Yes,Fiber Optic,71,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.15,4018.55,4147.58,Female,29,Yes,0,0,23295,No
3129-AAQOU,19,Trabuco Canyon,92679,33.631119,-117.567346,Offer D,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.6,485.9,1216.07,Female,50,Yes,1,0,25293,No
3130-ICDUP,2,Hercules,94547,37.991259,-122.214945,None,Yes,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,80.55,188.1,198.7,Female,56,No,1,0,32952,Yes
3131-NWVFJ,14,Pioneer,95666,38.546999,-120.271114,None,Yes,No,No,,,,,,,,,,One Year,Mailed Check,19.55,294.5,560.92,Female,56,Yes,0,0,75276,Yes
3132-TVFDZ,57,Glendale,91202,34.167926,-118.267539,None,No,,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,44.85,2572.95,2560.88,Male,70,Yes,0,0,82122,No
3133-PZNSR,72,Belmont,94002,37.509366,-122.306132,None,Yes,Yes,Yes,Fiber Optic,59,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Credit Card,97.75,6991.6,8488.48,Male,25,Yes,1,1,16014,No
3134-DSHVC,63,Stockton,95205,37.965695,-121.260051,None,Yes,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Credit Card,98,6218.45,7706.51,Female,49,No,2,1,35791,No
3137-LUPIX,4,Yucca Valley,92284,34.159534,-116.425984,None,Yes,Yes,Yes,Cable,19,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Credit Card,64.4,253,257.4,Female,58,No,0,1,77870,No
3137-NYQQI,17,Palmdale,93550,34.536232,-118.082935,Offer D,Yes,No,Yes,DSL,11,Yes,Yes,No,No,No,Yes,Yes,One Year,Credit Card,64.8,1175.6,1946.55,Male,32,Yes,0,1,50616,No
3138-BKYAV,6,Kerman,93630,36.727418,-120.123526,None,Yes,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,85.35,489.45,561.27,Male,61,No,1,0,43269,Yes
3143-ILDAL,56,El Monte,91732,34.074492,-118.01462,None,Yes,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.45,5124.6,6547.56,Male,21,No,0,0,66664,No
3143-JQEGI,13,San Diego,92126,32.886925,-117.152162,None,Yes,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,88.35,1222.8,1454.59,Female,52,Yes,0,1,63693,No
3144-AUDBS,6,Calexico,92231,32.690654,-115.431225,Offer E,Yes,No,Yes,DSL,28,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,49.15,270.8,312.44,Female,59,Yes,0,1,60934,Yes
3144-KMTWZ,71,Whittier,90606,33.976678,-118.065875,Offer A,Yes,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,No,Month-to-Month,Bank Withdrawal,93.25,6669.45,8645.21,Male,40,Yes,0,1,78028,No
3146-JTQHR,10,San Bruno,94066,37.624436,-122.430661,Offer D,Yes,No,No,,,,,,,,,,One Year,Bank Withdrawal,19.6,189.45,582.95,Male,23,Yes,0,1,71819,No
3146-MSEGF,72,Paramount,90723,33.897122,-118.164432,Offer A,Yes,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,88.05,6425.65,7900.21,Female,71,Yes,0,0,77437,No
3148-AOIQT,69,Sacramento,95837,38.691607,-121.602284,None,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,24.95,1718.35,4831.63,Female,23,Yes,1,0,26304,No
3148-BLQJT,1,Fallbrook,92028,33.362575,-117.299644,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.1,20.1,36.91,Male,33,No,0,1,69401,No
3154-CFSZG,47,Modesto,95351,37.621458,-121.012295,None,Yes,No,Yes,Fiber Optic,20,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,90.05,4137.2,5934.95,Male,57,Yes,0,1,71113,No
3154-HMWUU,60,Winters,95694,38.578604,-122.024579,Offer B,Yes,No,No,,,,,,,,,,Two Year,Bank Withdrawal,20.5,1198.8,3076.2,Male,28,Yes,0,1,59601,No
3156-QLHBO,2,San Jose,95136,37.270938,-121.851046,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.25,48.35,90.71,Male,58,No,0,0,39228,Yes
3158-MOERK,2,Hayward,94545,37.62984,-122.120843,None,Yes,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,96,174.8,271.48,Female,57,No,0,1,65814,No
3160-TYXLT,53,Palmdale,93552,34.557711,-118.029441,Offer B,No,,Yes,DSL,24,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,46.3,2546.85,2546.85,Male,37,No,0,1,33168,Yes
3161-GETRM,34,Soledad,93960,36.414216,-121.360597,Offer C,Yes,Yes,Yes,Fiber Optic,57,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Credit Card,90.05,3097,3778.7,Male,61,Yes,1,0,38361,No
3161-ONRWK,60,Hydesville,95547,40.557314,-124.081662,Offer B,Yes,No,Yes,DSL,30,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Bank Withdrawal,65.85,3928.3,6542.5,Male,35,Yes,1,0,37787,Yes
