customer_id,city,zip_code,latitude,longitude,offer,phone_service,multiple_lines,internet_service,internet_type,gigabits_used,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,unlimited_data,contract,payment_method,monthly_charge,total_charges,gender,age,married,kidhome,teenhome,income,churn,CLV,total_services_used
1515,631,91754,34.050322,-118.147037,4,1,0,1,2,51.0,0,1,0,1,1,1,1,0,0,99.15,1956.4,0,22,0,0,0,59973.0,0,43783.32,6
1516,773,94566,37.633361,-121.862395,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.1,1079.45,0,45,0,1,1,42473.0,0,134835.3,1
1517,90,96103,39.783747,-120.661032,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.5,162.15,0,19,1,0,0,79689.0,0,2142.64,1
1518,427,96141,39.117018,-120.212535,0,1,0,1,1,16.0,0,0,1,0,0,0,1,0,1,49.3,1233.25,0,34,0,1,0,28718.0,1,32374.32,3
1519,572,93637,36.902954,-120.194274,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.55,883.35,0,20,1,1,1,53204.0,0,72951.84,1
1520,1034,91411,34.17847,-118.459472,0,1,0,1,1,58.0,0,0,0,0,1,0,1,0,1,55.2,55.2,0,22,1,0,0,86037.0,0,90.8,3
1521,844,92275,33.28156,-115.955541,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,24.3,132.25,0,41,1,0,0,80398.0,1,828.75,1
1522,380,95945,39.194539,-120.988066,0,0,0,1,1,52.0,1,0,1,0,1,0,1,1,1,44.45,792.15,1,20,1,0,1,76068.0,0,13466.55,4
1523,883,92701,33.748478,-117.858918,0,1,0,1,1,14.0,1,1,0,1,1,1,0,2,0,79.35,5753.25,1,48,1,0,1,38829.0,0,571597.2000000001,7
1524,22,92304,34.559882,-115.637164,0,1,1,1,2,59.0,0,1,1,0,1,1,1,1,1,103.2,7362.9,0,30,1,0,1,77520.0,0,680618.8800000001,6
1525,996,92276,33.849263,-116.382778,0,0,0,1,1,24.0,0,0,0,0,1,1,1,0,0,44.4,263.05,0,75,0,1,1,33316.0,0,1578.3000000000002,3
1526,54,93603,36.64545,-118.924982,1,1,1,1,1,59.0,1,1,1,1,1,0,0,2,1,-4.0,5401.9,0,21,1,0,0,94642.0,0,506550.24,7
1527,554,90062,34.003553,-118.308933,0,1,1,1,0,22.0,0,0,0,0,0,0,1,0,1,50.85,239.55,0,36,1,0,0,66825.0,0,1164.28,2
1528,410,94544,37.639215,-122.037554,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.65,1218.45,1,55,1,1,0,42731.0,0,118404.5,1
1529,828,93656,36.452211,-119.94575,3,1,0,1,2,71.0,1,0,1,1,1,0,1,1,0,95.55,3692.85,0,29,0,0,0,22419.0,1,150835.23,6
1530,1008,95570,41.162295,-124.027381,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,20.4,20.4,1,27,1,1,1,24639.0,0,47.9,1
1531,1059,91791,34.061634,-117.893169,2,1,0,1,0,12.0,1,1,0,1,0,0,1,1,0,60.5,3145.15,0,56,1,1,0,26095.0,0,283117.83,5
1532,306,92027,33.141265,-116.967221,2,1,1,1,2,47.0,0,1,1,0,1,1,1,1,0,103.25,6017.65,1,20,0,0,0,83917.0,1,498721.69999999995,6
1533,490,91942,32.782501,-117.01611,0,1,1,1,2,13.0,0,1,0,0,0,0,1,0,1,81.85,3141.7,1,44,0,1,1,30372.0,0,121218.48,3
1534,789,92064,32.984395,-117.013454,0,1,1,1,2,48.0,1,0,0,0,0,0,1,1,0,80.1,2603.3,1,29,0,0,0,58138.0,0,113907.09,3
1535,1002,90501,33.833699,-118.314387,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.4,415.4,1,20,0,1,0,24594.0,0,20716.0,1
1536,170,96017,41.121108,-122.336613,3,1,1,1,1,2.0,0,1,0,1,1,1,1,2,0,80.55,2471.6,0,58,1,2,1,64014.0,0,104027.31999999999,6
1537,992,95497,38.696659,-123.436861,0,1,1,1,2,16.0,0,1,1,0,1,1,1,0,0,105.85,2239.65,0,57,1,0,1,67353.0,1,56309.0,6
1538,863,95112,37.343827,-121.883119,0,1,0,1,2,12.0,1,1,0,0,0,0,1,0,0,81.05,5135.35,1,47,1,0,1,64892.0,0,531373.44,4
1539,81,92315,34.242058,-116.89802,1,1,1,1,0,9.0,1,1,1,1,0,1,1,2,1,79.55,5810.9,1,34,1,1,0,25509.0,0,651924.0,7
1540,227,95428,39.83307,-123.178765,5,1,1,1,2,82.0,0,0,1,0,1,0,1,1,0,-10.0,767.9,1,22,1,0,0,69719.0,0,9378.36,4
1541,968,91352,34.231053,-118.338307,2,1,1,1,2,48.0,1,0,1,0,1,1,1,1,0,104.0,6363.45,1,24,0,1,0,37760.0,0,558182.9400000001,6
1542,843,93905,36.667794,-121.601306,0,1,1,1,1,28.0,1,1,0,1,1,1,1,2,1,85.15,4461.85,1,63,0,0,1,57036.0,1,318598.28,7
1543,535,95953,39.258746,-121.77697,0,0,0,1,1,69.0,1,1,1,1,0,0,1,2,0,46.25,3121.4,0,29,1,2,0,42767.0,0,215376.6,5
1544,120,91504,34.213049,-118.317651,5,1,1,1,2,23.0,0,1,0,0,0,0,0,0,1,79.15,79.15,0,33,0,0,1,54753.0,0,157.15,3
1545,238,90630,33.818477,-118.038307,0,1,0,1,1,25.0,0,0,1,1,1,1,1,2,0,72.95,4953.25,1,45,1,0,0,69109.0,0,494638.12,6
1546,979,96145,39.178337,-120.162806,0,1,1,1,1,11.0,0,0,0,1,1,0,1,0,1,66.6,979.5,1,48,1,0,0,59111.0,1,18052.440000000002,4
1547,854,92106,32.71346,-117.236378,5,0,0,1,1,48.0,0,0,1,1,0,0,1,1,1,35.5,249.55,1,28,0,0,0,23478.0,0,1746.8500000000001,3
1548,144,91906,32.673483,-116.472863,0,1,0,1,2,28.0,0,0,0,0,0,0,1,0,0,70.2,115.95,0,75,0,1,0,25818.0,1,270.1,2
1549,88,94512,38.140719,-121.838298,0,1,0,1,2,23.0,0,0,0,0,0,0,1,0,0,70.1,70.1,0,53,0,0,1,62513.0,0,71.25,2
1550,863,95138,37.246064,-121.749494,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,24.95,1222.25,1,46,1,0,1,67716.0,0,106161.59999999999,1
1551,421,95323,37.605926,-120.69955,0,1,1,1,2,20.0,1,0,0,0,1,1,1,0,0,99.6,347.65,0,68,1,0,1,59462.0,0,1590.0,5
1552,857,94115,37.786031,-122.437301,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.35,278.85,1,19,1,0,0,72635.0,0,14638.5,1
1553,987,92592,33.507255,-117.029473,1,1,1,1,2,82.0,0,1,1,1,1,1,1,1,1,109.15,7789.6,0,21,1,0,0,25965.0,0,622281.6,7
1554,852,94070,37.497915,-122.267361,2,1,1,1,2,47.0,1,1,0,0,0,1,1,0,1,94.4,4914.9,1,27,1,0,0,35701.0,1,289695.0,5
1555,377,91344,34.291273,-118.505104,0,1,1,1,2,30.0,0,1,1,0,0,1,1,0,1,94.0,5438.95,0,77,1,1,1,51267.0,1,384909.60000000003,5
1556,1036,93004,34.278697,-119.167798,2,1,1,1,2,6.0,1,1,1,1,0,0,1,0,1,95.1,4060.55,0,46,1,0,1,72828.0,0,242010.12,6
1557,835,95661,38.736685,-121.251984,2,1,1,1,2,57.0,0,1,1,1,1,1,1,1,0,110.8,6840.95,0,42,1,0,0,22419.0,1,475071.89999999997,7
1558,448,90304,33.936827,-118.359824,0,1,1,1,2,10.0,0,0,0,0,0,0,1,0,0,74.3,1096.25,0,75,0,1,1,37070.0,0,22221.22,2
1559,797,91739,34.133809,-117.523724,5,1,0,1,0,13.0,1,1,0,1,1,1,1,0,0,78.5,571.05,0,44,0,1,0,45057.0,0,4161.009999999999,7
1560,610,96121,40.181279,-120.392967,0,1,1,1,2,5.0,1,1,1,0,1,1,1,2,0,110.75,7751.7,0,48,1,0,0,42691.0,1,764134.5599999999,7
1561,235,90232,34.019323,-118.391902,0,1,0,1,0,5.0,0,0,0,1,0,0,1,0,1,49.05,49.05,1,39,0,0,1,56796.0,0,74.82,3
1562,282,92242,34.137742,-114.36514,1,0,0,1,0,26.0,1,1,1,1,1,1,1,2,0,63.1,4685.55,1,78,1,1,1,41551.0,0,337359.60000000003,7
1563,967,92587,33.69887,-117.25071,5,1,0,1,1,21.0,0,0,0,0,0,0,1,0,1,45.4,45.4,0,38,0,1,0,35790.0,1,94.73,2
1564,854,92129,32.961064,-117.134917,5,1,1,1,2,10.0,0,0,0,0,0,0,1,0,1,75.1,270.7,0,63,0,0,1,36130.0,0,1050.78,2
1565,286,92243,32.770393,-115.60915,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,0,19.75,624.15,0,46,0,0,0,38620.0,0,64824.0,1
1566,146,95922,39.432127,-121.099287,0,1,0,1,2,27.0,0,1,1,0,1,1,1,2,0,99.2,7213.75,0,70,1,1,0,7500.0,0,623078.25,6
1567,486,95329,37.666587,-120.411517,2,1,1,1,2,5.0,0,0,0,1,1,1,0,2,0,99.0,6017.9,1,69,1,1,0,33235.0,0,407514.0,5
1568,114,95007,37.106902,-122.100006,0,1,1,1,1,15.0,0,0,0,0,0,0,1,2,2,48.75,179.85,0,65,0,0,1,54959.0,0,1217.48,2
1569,176,95421,38.578807,-123.19338,0,1,1,1,2,85.0,0,1,0,1,0,1,1,0,1,95.65,5088.4,1,27,1,1,0,41021.0,0,288156.95999999996,5
1570,631,91754,34.050322,-118.147037,0,1,0,1,1,25.0,1,0,1,1,0,0,1,1,1,58.0,1734.5,0,42,0,0,1,52107.37719046251,0,62461.36,5
1571,199,95930,39.562239,-121.14836,2,1,0,1,2,27.0,0,0,1,1,1,1,1,1,1,99.25,4920.8,1,23,1,1,0,36230.0,1,322585.13,6
1572,988,91780,34.101608,-118.055848,0,0,0,1,1,26.0,0,1,1,1,1,1,1,1,1,60.3,2448.5,1,19,1,0,1,49413.0,0,97940.0,6
1573,753,95587,39.955587,-123.681175,2,1,1,1,2,11.0,0,0,1,0,1,1,1,1,1,100.75,5985.0,0,39,1,2,1,54432.0,0,353231.27999999997,5
1574,737,95363,37.410236,-121.320337,0,1,1,1,1,41.0,0,0,0,0,1,1,1,0,1,70.45,4300.45,0,25,1,0,0,37760.0,1,407087.66000000003,4
1575,190,91910,32.636792,-117.054989,4,1,0,1,2,22.0,0,1,1,1,0,0,0,1,1,86.8,1940.8,1,51,1,0,0,81320.0,0,55505.67,5
1576,857,94118,37.781304,-122.461522,2,1,0,1,1,51.0,1,1,1,0,0,1,1,2,0,71.0,4386.2,0,25,1,0,1,45903.0,1,290553.25,6
1577,656,92363,34.711224,-114.702256,3,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.05,741.5,0,33,0,0,0,87188.0,1,88290.72,1
1578,406,96040,40.789799,-121.474529,0,1,1,1,2,5.0,1,1,1,1,1,1,1,0,0,117.45,5438.9,0,76,1,1,0,19789.0,1,360231.36,8
1579,1036,93001,34.360261,-119.306383,1,1,1,1,1,5.0,0,1,1,0,1,1,1,2,0,82.15,5784.3,1,62,1,0,1,66476.0,0,530569.4400000001,6
1580,554,90015,34.039224,-118.266293,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,19.85,52.0,0,27,1,1,0,26642.0,0,248.2,1
1581,479,96050,41.816595,-122.948287,0,1,0,1,2,5.0,0,0,0,1,0,0,1,0,0,76.55,2065.4,1,31,1,0,1,56067.0,0,75008.64,3
1582,491,90638,33.902045,-118.008961,0,1,1,1,2,10.0,1,0,1,1,1,1,1,2,0,109.05,7108.2,1,67,0,0,1,66313.0,0,478369.45,7
1583,38,93202,36.315979,-119.710852,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.4,61.05,0,58,0,1,0,22979.0,0,148.7,1
1584,927,95567,41.950683,-124.097094,0,0,0,1,1,30.0,0,0,0,0,0,1,1,0,1,33.9,298.45,1,42,0,1,0,8940.0,0,2984.5,2
1585,862,93660,36.600193,-120.153393,0,1,0,1,2,25.0,0,1,1,0,1,0,1,0,1,89.45,1430.25,0,41,1,0,0,67786.0,0,31006.88,5
1586,694,92056,33.194742,-117.29032,1,0,0,1,0,59.0,1,1,1,1,0,1,1,2,1,55.65,3880.05,0,28,1,0,0,84460.0,0,279363.60000000003,6
1587,351,93726,36.793601,-119.761131,0,0,0,1,1,27.0,1,0,0,1,0,0,1,1,1,33.15,444.75,0,54,1,1,0,37787.0,0,5337.0,3
1588,817,93261,35.809921,-119.127437,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,19.9,19.9,0,33,1,0,0,75777.0,0,27.39,1
1589,55,92309,35.28952,-116.092214,0,0,0,1,0,29.0,0,0,1,1,1,0,1,0,1,44.45,1183.8,0,46,0,1,1,53359.0,0,30778.8,4
1590,997,93271,36.413433,-118.854708,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,19.5,403.15,0,38,0,0,0,37760.0,0,23559.0,1
1591,388,96038,41.599978,-122.539381,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.3,144.95,0,51,0,0,0,73454.0,1,1373.33,1
1592,854,92122,32.85723,-117.209774,3,1,0,1,1,19.0,1,1,0,1,1,1,1,1,1,80.3,3058.65,0,55,1,1,0,24480.0,0,177078.86000000002,7
1593,292,95318,37.654551,-119.822984,4,1,0,1,2,20.0,1,1,0,0,0,1,1,0,0,90.0,2024.1,1,70,1,0,1,64866.0,0,63233.67,5
1594,615,95035,37.441931,-121.878502,0,1,0,1,2,29.0,1,1,1,1,1,1,1,2,0,111.05,7321.05,1,51,1,0,0,34445.0,1,700999.56,8
1595,783,93257,36.008958,-118.891593,2,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,1,0,24.55,1203.95,0,63,0,0,1,58607.0,0,110802.72,1
1596,690,94609,37.834341,-122.26437,0,1,1,1,2,14.0,0,1,1,0,1,1,1,2,0,104.4,6692.65,1,37,0,0,0,84835.0,0,616008.32,6
1597,681,94949,38.067204,-122.524004,0,1,0,1,2,73.0,1,0,0,0,0,0,1,0,0,74.55,233.65,0,20,0,0,0,81246.0,0,791.8499999999999,3
1598,534,93543,34.505273,-117.955054,0,1,1,1,2,28.0,0,1,1,0,1,1,1,1,1,104.05,3416.85,0,44,0,1,0,27190.0,0,123890.24,6
1599,451,92602,33.720359,-117.733655,2,1,0,1,1,7.0,1,0,0,0,1,1,1,1,0,70.1,3913.3,0,46,1,0,1,47682.0,1,342133.95,5
1600,395,95445,38.848082,-123.50608,0,1,1,1,2,51.0,0,1,0,1,0,0,1,1,0,84.2,4299.75,1,36,1,0,1,54111.0,0,241973.06999999998,4
1601,916,91403,34.147149,-118.463365,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.7,342.4,1,35,0,1,1,54348.0,1,6947.84,1
1602,357,92845,33.782955,-118.026456,2,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,25.05,1171.5,0,44,0,0,0,84953.0,1,135993.59999999998,1
1603,351,93721,36.732694,-119.783786,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.05,388.6,1,64,0,0,1,75702.0,0,15503.039999999999,1
1604,141,95709,38.748316,-120.675512,0,0,0,1,1,26.0,1,0,1,1,0,0,1,2,1,40.1,857.75,1,36,0,0,1,65640.0,0,19728.25,4
1605,852,94070,37.497915,-122.267361,2,1,0,1,1,17.0,1,0,0,0,0,0,1,0,1,50.55,2832.75,0,38,0,1,0,52413.0,0,166751.75,3
1606,280,96110,41.280341,-120.150381,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.3,41.2,0,39,0,0,1,44529.0,1,133.12,1
1607,126,93206,35.451402,-119.488413,0,1,0,1,2,6.0,0,1,1,1,1,0,1,0,1,94.85,890.6,1,54,1,0,0,59412.0,0,9430.47,6
1608,77,90211,34.063947,-118.383001,3,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.35,531.6,1,42,0,0,0,80872.0,0,43345.530000000006,1
1609,313,94930,37.971751,-122.611873,0,0,0,1,1,21.0,0,0,0,0,0,0,0,0,0,24.15,812.5,0,54,0,1,0,30732.0,0,29837.5,1
1610,35,95912,38.982373,-122.047751,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.5,1191.4,0,52,1,1,0,17345.0,0,153952.88,1
1611,744,95663,38.859093,-121.182872,0,1,1,1,2,11.0,1,0,1,0,0,1,1,0,0,94.4,4014.6,1,52,1,0,0,81246.0,1,241219.44,5
1612,551,90720,33.79499,-118.065591,2,1,0,1,0,20.0,1,1,1,0,0,0,0,1,1,61.5,2722.2,0,60,1,0,0,90247.0,0,213245.12,5
1613,365,95020,37.03889,-121.528955,0,1,0,1,0,59.0,1,0,1,0,1,1,1,2,0,75.2,3254.35,0,30,1,1,0,26954.0,0,195370.06999999998,6
1614,1012,96134,41.813521,-121.492666,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,2,-2.0,134.05,0,20,1,1,0,23536.0,0,2978.71,1
1615,45,94027,37.454924,-122.203168,0,1,1,1,2,10.0,0,0,1,1,1,1,1,0,0,103.3,2890.65,0,79,0,0,0,74250.0,0,102999.96,6
1616,549,96054,41.280478,-121.160249,0,1,0,1,2,59.0,0,0,1,0,1,1,1,0,0,94.9,3848.0,0,25,1,0,1,57705.0,0,230370.38999999998,5
1617,839,92382,34.186211,-117.07683,3,1,1,1,2,20.0,0,1,0,0,0,0,1,0,0,80.25,1861.5,1,52,0,1,0,37235.0,1,73072.79999999999,3
1618,554,90058,34.001617,-118.222274,0,1,0,1,2,7.0,1,0,1,1,1,1,1,1,1,104.7,4134.85,0,35,1,0,1,61872.0,0,175723.86,7
1619,975,95982,39.172777,-121.805845,0,1,1,1,2,10.0,1,0,1,0,1,1,1,0,0,104.25,6812.95,1,48,1,1,0,59235.0,0,616911.75,6
1620,797,91737,34.245289,-117.642503,0,0,0,1,0,12.0,0,1,0,1,0,0,0,1,1,36.0,1382.9,1,55,0,0,1,61825.0,1,60516.0,3
1621,418,96113,40.198234,-120.18089,0,1,0,1,1,27.0,1,1,0,1,0,1,1,1,1,70.6,3231.05,0,45,1,0,0,33279.0,0,243319.30000000002,6
1622,854,92126,32.886925,-117.152162,3,1,1,1,2,42.0,0,0,0,0,0,1,1,0,0,84.75,3050.15,1,22,0,0,0,14661.0,0,166790.52,3
1623,99,91902,32.67117,-117.00232,2,1,0,1,1,2.0,0,1,1,1,1,1,1,0,0,80.4,4981.15,1,49,0,1,1,26907.0,1,496110.98,7
1624,854,92123,32.808814,-117.134694,0,1,0,1,0,22.0,1,1,0,1,1,0,1,1,0,70.4,2044.75,1,47,0,1,1,36778.0,1,90511.5,6
1625,977,91342,34.321621,-118.399841,1,1,1,1,2,30.0,1,1,1,1,1,1,1,2,0,113.65,7939.25,0,28,0,0,1,30368.0,0,640615.5,8
1626,548,90806,33.802664,-118.179971,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.9,19.9,1,36,0,0,0,73926.0,0,27.66,1
1627,598,95722,39.003358,-121.022539,5,1,1,1,2,8.0,0,1,1,0,1,1,1,0,2,104.1,541.9,1,43,0,0,1,52107.37719046251,0,3681.75,6
1628,56,93307,35.280113,-118.962329,0,1,1,1,2,20.0,0,0,0,0,1,1,0,0,0,93.0,2248.05,1,54,1,1,1,61331.0,0,81933.36,4
1629,236,95014,37.306612,-122.080621,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.25,208.0,1,46,0,0,1,80995.0,0,5751.02,1
1630,306,92025,33.081478,-117.033814,2,1,0,1,2,14.0,1,1,0,0,1,1,1,1,0,99.15,5720.95,1,54,0,0,0,77457.0,1,441716.98000000004,6
1631,511,90712,33.840524,-118.148403,5,1,0,1,1,3.0,0,0,0,0,0,0,1,0,0,44.35,81.25,1,45,0,0,0,75777.0,1,349.86,2
1632,796,95670,38.602723,-121.279913,5,1,0,1,0,24.0,0,0,0,0,1,1,1,0,0,66.25,546.45,1,40,0,0,1,47111.0,0,6017.68,4
1633,663,95360,37.343846,-121.039391,0,1,1,1,2,19.0,1,0,0,0,0,1,0,0,1,91.0,3180.5,1,78,0,1,0,35178.0,0,144800.25,4
1634,1093,95695,38.71967,-121.862416,2,1,1,1,2,7.0,0,1,1,0,1,1,1,0,0,104.35,6578.55,1,76,1,1,0,23477.0,0,463898.5,6
1635,1054,96094,41.465121,-122.380947,0,1,0,1,1,16.0,1,1,1,1,1,1,0,2,1,85.0,5607.75,0,61,1,1,1,37284.0,0,419205.72,8
1636,854,92126,32.886925,-117.152162,5,1,0,1,2,12.0,0,1,0,0,1,0,1,0,0,84.85,523.5,1,61,0,0,1,60491.0,0,4556.5199999999995,4
1637,694,92056,33.194742,-117.29032,0,1,1,1,2,22.0,0,1,1,0,1,0,1,1,1,94.9,4422.95,1,31,0,0,0,76412.0,0,249175.1,5
1638,492,90623,33.850504,-118.039892,0,1,1,1,2,25.0,1,1,1,1,1,1,1,2,0,115.15,8349.7,0,63,1,0,1,49413.0,1,811596.96,8
1639,306,92027,33.141265,-116.967221,2,1,1,1,2,15.0,0,0,1,0,1,1,1,1,0,100.15,6413.65,0,41,0,1,1,53204.0,0,522883.82000000007,5
1640,165,93609,36.5276,-119.865999,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,2,20.2,735.9,0,65,0,0,1,51717.0,0,33870.16,1
1641,1055,95736,39.00978,-120.978273,0,1,0,1,1,73.0,0,0,0,0,1,0,1,0,2,53.5,53.5,1,22,0,1,0,31160.0,0,68.08,3
1642,1103,92399,34.04597,-117.011825,0,1,0,1,2,73.0,0,0,0,1,1,1,1,0,0,95.3,5817.7,0,20,0,0,1,25358.0,0,457016.80000000005,5
1643,1053,96093,40.759401,-122.939337,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,20.1,279.5,1,46,0,0,1,78710.0,1,13883.900000000001,1
1644,577,95459,38.966713,-123.586412,1,1,1,1,2,25.0,1,1,1,1,1,1,1,2,0,114.85,8317.95,0,74,1,0,1,60033.0,1,747776.8800000001,8
1645,216,93212,36.04533,-119.532424,2,1,1,1,0,58.0,0,0,1,1,1,0,1,1,0,69.65,3442.15,1,25,1,0,0,80184.0,0,207907.49999999997,5
1646,80,92314,34.278967,-116.773825,5,1,0,1,1,27.0,1,0,0,0,0,0,1,0,0,49.35,219.65,1,40,0,0,0,52107.37719046251,1,1295.24,3
1647,109,92821,33.930199,-117.862898,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.0,61.7,0,40,0,0,0,81044.0,0,323.43,1
1648,878,94901,37.972662,-122.491452,0,1,0,1,2,2.0,0,0,0,0,1,0,1,0,1,80.45,583.45,1,67,1,0,1,69142.0,0,6394.96,3
1649,260,93618,36.523619,-119.386868,0,1,0,1,2,19.0,0,0,0,0,0,0,0,0,0,70.15,916.75,0,77,1,1,1,36408.0,1,19486.09,2
1650,388,96038,41.599978,-122.539381,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.5,1177.95,1,57,1,1,0,80134.0,1,188310.1,1
1651,564,95458,39.141934,-122.770679,0,1,1,1,0,71.0,1,1,1,1,1,1,1,2,0,90.1,6310.9,0,30,1,1,1,25176.0,0,560639.43,8
1652,554,90012,34.065875,-118.238728,0,1,0,1,2,11.0,0,1,1,0,0,0,1,1,0,80.05,3019.1,0,48,0,0,1,44529.0,0,124862.79000000001,4
1653,883,92705,33.766004,-117.786763,2,1,1,1,0,29.0,0,1,1,1,1,1,1,1,0,111.95,4534.9,1,66,1,0,1,70713.0,0,261643.13999999998,7
1654,23,92804,33.818,-117.974404,0,1,1,1,1,52.0,1,0,1,1,1,1,1,2,0,85.1,4657.95,0,37,1,1,1,55801.0,1,281567.0,7
1655,694,92057,33.254497,-117.285879,2,0,0,1,1,59.0,1,1,0,1,0,1,0,1,0,50.7,3088.75,0,25,1,0,1,44551.0,0,189633.75,5
1656,187,91709,33.942895,-117.725644,0,1,0,1,1,24.0,0,1,1,1,0,0,1,0,1,-7.0,2924.05,1,41,1,0,0,69969.0,0,201606.68000000002,5
1657,395,95445,38.848082,-123.50608,2,1,1,1,2,26.0,1,1,1,0,1,1,1,1,0,110.15,6448.05,1,43,1,0,0,34824.0,1,459488.45999999996,7
1658,863,95110,37.34667,-121.910019,4,0,0,1,1,4.0,0,0,0,0,0,1,1,0,0,34.7,329.8,0,67,0,1,1,32474.0,0,3298.0,2
1659,1093,95776,38.694081,-121.694431,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,2,20.4,42.9,1,42,0,1,1,31353.0,0,283.92,1
1660,1000,90290,34.115192,-118.61017,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.8,1119.9,0,58,1,0,0,78618.0,0,214998.56,1
1661,843,93906,36.722898,-121.633648,1,1,1,1,2,59.0,0,1,1,1,1,1,1,2,0,108.4,7719.5,1,29,1,1,0,17148.0,1,611169.1199999999,7
1662,809,90278,33.873395,-118.37019,0,1,0,1,2,2.0,0,0,0,1,0,0,1,1,0,74.7,74.7,1,79,0,1,0,43050.0,1,102.35,3
1663,857,94109,37.794487,-122.42227,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.35,847.25,1,74,1,0,0,83257.0,1,40938.04,1
1664,648,94040,37.380662,-122.086022,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.75,208.25,1,24,0,0,1,59184.0,0,4111.5,1
1665,807,96003,40.677649,-122.29467,1,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,19.85,1434.1,1,52,0,1,0,20587.0,0,121036.31999999999,1
1666,984,91980,32.587557,-116.636816,1,1,0,1,1,30.0,1,1,0,0,0,0,1,1,2,54.8,3465.7,1,32,0,0,2,63246.0,0,279091.56,4
1667,888,90670,33.933565,-118.062611,0,1,1,1,2,23.0,0,0,1,0,1,1,1,0,0,-1.0,2391.8,1,44,1,0,0,41003.0,0,77344.31999999999,5
1668,904,95472,38.398815,-122.861923,0,1,1,1,2,2.0,0,0,1,0,1,0,1,1,1,89.6,1633.0,1,43,0,1,0,35641.0,0,40662.72,4
1669,271,94568,37.713926,-121.928425,4,1,1,1,1,7.0,1,0,0,0,0,0,1,0,0,54.45,1127.35,1,62,0,0,1,40794.0,1,28325.22,3
1670,132,93505,35.151491,-117.927597,2,1,1,1,2,13.0,1,0,1,0,1,0,1,2,1,94.6,5948.7,0,45,1,0,0,34935.0,0,385918.72,5
1671,1101,96097,41.764869,-122.671316,0,0,0,1,1,19.0,0,1,0,0,1,0,0,0,0,39.2,849.9,0,53,1,0,0,39767.0,0,19797.8,3
1672,610,96121,40.181279,-120.392967,3,1,1,1,2,24.0,0,1,1,0,1,1,1,2,0,102.6,4009.2,1,79,1,0,0,68657.0,1,157467.82,6
1673,897,95070,37.257772,-122.051824,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.25,109.8,1,31,0,1,0,30545.0,0,744.75,1
1674,511,90712,33.840524,-118.148403,0,1,1,1,2,29.0,0,1,0,0,1,1,1,0,0,98.25,560.6,0,79,0,1,1,13260.0,1,5068.200000000001,5
1675,886,91350,34.502432,-118.41459,5,1,0,1,2,7.0,0,0,0,0,0,0,1,0,0,70.3,70.3,1,32,0,1,0,70091.0,0,75.97,2
1676,957,95207,38.002125,-121.324979,0,1,1,1,1,30.0,0,1,0,0,0,0,1,0,1,56.8,1074.65,1,19,1,0,1,65748.0,0,19758.420000000002,3
